,latitude,longitude,address,birth_place
julius randle,31.8160381,-99.5120986,"Texas, United States of America",Texas
julyan stone,37.1232245,-78.4927721,"Virginia, United States of America",Virginia
jumaine jones,27.7567667,-81.4639835,"Florida, United States of America",Florida
junior bridgeman,40.3270127,-86.1746933,"Indiana, United States of America",Indiana
junior burrough,35.6729639,-79.0392919,"North Carolina, United States of America",North Carolina
junior harrington,35.6729639,-79.0392919,"North Carolina, United States of America",North Carolina
justin anderson,37.1232245,-78.4927721,"Virginia, United States of America",Virginia
justin dentmon,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
justin hamilton,36.7014631,-118.7559974,"California, United States of America",California
justin harper,37.1232245,-78.4927721,"Virginia, United States of America",Virginia
justin holiday,36.7014631,-118.7559974,"California, United States of America",California
justin jackson,31.8160381,-99.5120986,"Texas, United States of America",Texas
justin reed,32.9715645,-89.7348497,"Mississippi, United States of America",Mississippi
justin williams,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
justise winslow,31.8160381,-99.5120986,"Texas, United States of America",Texas
jusuf nurkic,44.3053476,17.5961467,Bosna i Hercegovina / Босна и Херцеговина,Bosnia and Herzegovina
juwan howard,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
kalin lucas,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
kaniel dickens,38.7251776,-105.6077167,"Colorado, United States of America",Colorado
kannard johnson,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
kareem abdul-jabbar,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
kareem rush,38.7604815,-92.5617875,"Missouri, United States of America",Missouri
karl malone,30.8703881,-92.007126,"Louisiana, United States of America",Louisiana
karl-anthony towns,40.0757384,-74.4041622,"New Jersey, United States of America",New Jersey
kasib powell,40.0757384,-74.4041622,"New Jersey, United States of America",New Jersey
kawhi leonard,36.7014631,-118.7559974,"California, United States of America",California
kay felder,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
kc jones,31.8160381,-99.5120986,"Texas, United States of America",Texas
kebu stewart,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
kedrick brown,30.8703881,-92.007126,"Louisiana, United States of America",Louisiana
keith appling,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
keith askins,33.2588817,-86.8295337,"Alabama, United States of America",Alabama
keith benson,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
keith bogans,37.1232245,-78.4927721,"Virginia, United States of America",Virginia
keith booth,39.5162234,-76.9382069,"Maryland, United States of America",Maryland
keith closs,41.6500201,-72.7342163,"Connecticut, United States of America",Connecticut
keith edmonson,32.9715645,-89.7348497,"Mississippi, United States of America",Mississippi
keith erickson,36.7014631,-118.7559974,"California, United States of America",California
keith herron,35.7730076,-86.2820081,"Tennessee, United States of America",Tennessee
keith jennings,37.1232245,-78.4927721,"Virginia, United States of America",Virginia
keith langford,31.8160381,-99.5120986,"Texas, United States of America",Texas
keith lee,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas
keith mccord,33.2588817,-86.8295337,"Alabama, United States of America",Alabama
keith mcleod,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
keith owens,36.7014631,-118.7559974,"California, United States of America",California
keith smart,30.8703881,-92.007126,"Louisiana, United States of America",Louisiana
keith smith,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
keith starr,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
keith tower,47.3752671,-109.6387579,"Montana, United States of America",Montana
keith van horn,36.7014631,-118.7559974,"California, United States of America",California
kelenna azubuike,25.2232283,55.1594933008754,"United Kingdom, دبي, دبي‎, الإمارات العربيّة المتّحدة",United Kingdom
kelly mccarty,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
kelly olynyk,61.0666922,-107.9917071,Canada,Canada
kelly oubre jr,30.8703881,-92.007126,"Louisiana, United States of America",Louisiana
kelly tripucka,40.0757384,-74.4041622,"New Jersey, United States of America",New Jersey
kelvin cato,32.3293809,-83.1137366,"Georgia, United States of America",Georgia
kelvin ransey,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
kelvin upshaw,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
kemba walker,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
ken austin,36.7014631,-118.7559974,"California, United States of America",California
ken bannister,39.5162234,-76.9382069,"Maryland, United States of America",Maryland
ken boyd,39.5162234,-76.9382069,"Maryland, United States of America",Maryland
ken charles,10.8677845,-60.9821067,Trinidad and Tobago,Trinidad and Tobago
ken durrett,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
ken green,32.3293809,-83.1137366,"Georgia, United States of America",Georgia
ken johnson,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
ken mayfield,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
ken norman,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
ken wilburn,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
kendall gill,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
kendall marshall,37.1232245,-78.4927721,"Virginia, United States of America",Virginia
kendrick perkins,31.8160381,-99.5120986,"Texas, United States of America",Texas
kennard winchester,39.5162234,-76.9382069,"Maryland, United States of America",Maryland
kenneth faried,40.0757384,-74.4041622,"New Jersey, United States of America",New Jersey
kenny anderson,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
kenny battle,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
kenny carr,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",District of Columbia
kenny dennard,35.6729639,-79.0392919,"North Carolina, United States of America",North Carolina
kenny fields,41.9216734,-93.3122705,"Iowa, United States of America",Iowa
kenny gattison,35.6729639,-79.0392919,"North Carolina, United States of America",North Carolina
kenny green,27.7567667,-81.4639835,"Florida, United States of America",Florida
kenny higgs,37.5726028,-85.1551411,"Kentucky, United States of America",Kentucky
kenny mcintosh,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
kenny natt,30.8703881,-92.007126,"Louisiana, United States of America",Louisiana
kenny payne,32.9715645,-89.7348497,"Mississippi, United States of America",Mississippi
kenny rollins,38.7604815,-92.5617875,"Missouri, United States of America",Missouri
kenny sailors,41.7370229,-99.5873816,"Nebraska, United States of America",Nebraska
kenny satterfield,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
kenny sears,36.7014631,-118.7559974,"California, United States of America",California
kenny smith,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
kenny thomas,32.3293809,-83.1137366,"Georgia, United States of America",Georgia
kenny walker,32.3293809,-83.1137366,"Georgia, United States of America",Georgia
kenny williams,35.6729639,-79.0392919,"North Carolina, United States of America",North Carolina
kent bazemore,35.6729639,-79.0392919,"North Carolina, United States of America",North Carolina
kent benson,40.3270127,-86.1746933,"Indiana, United States of America",Indiana
kentavious caldwell-pope,32.3293809,-83.1137366,"Georgia, United States of America",Georgia
kenton edelin,51.0834196,10.4234469,"Deutschland, Europe",Germany
kenyon martin,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
keon clark,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
kermit washington,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",District of Columbia
kerry kittles,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
kevin brooks,33.6874388,-80.4363743,"South Carolina, United States of America",South Carolina
kevin burleson,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",Washington
kevin duckworth,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
kevin durant,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",District of Columbia
kevin edwards,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
kevin gamble,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
kevin garnett,33.6874388,-80.4363743,"South Carolina, United States of America",South Carolina
kevin grevey,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
kevin henderson,39.5162234,-76.9382069,"Maryland, United States of America",Maryland
kevin johnson,36.7014631,-118.7559974,"California, United States of America",California
kevin jones,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
kevin kunnert,41.9216734,-93.3122705,"Iowa, United States of America",Iowa
kevin loder,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
kevin loughery,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
kevin love,36.7014631,-118.7559974,"California, United States of America",California
kevin lynch,45.9896587,-94.6113288,"Minnesota, United States of America",Minnesota
kevin martin,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
kevin mchale,45.9896587,-94.6113288,"Minnesota, United States of America",Minnesota
kevin mckenna,45.9896587,-94.6113288,"Minnesota, United States of America",Minnesota
kevin murphy,32.3293809,-83.1137366,"Georgia, United States of America",Georgia
kevin ollie,31.8160381,-99.5120986,"Texas, United States of America",Texas
kevin oshea,36.7014631,-118.7559974,"California, United States of America",California
kevin porter,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
kevin pritchard,40.3270127,-86.1746933,"Indiana, United States of America",Indiana
kevin restani,36.7014631,-118.7559974,"California, United States of America",California
kevin salvadori,38.4758406,-80.8408415,"West Virginia, United States of America",West Virginia
kevin seraphin,4.0039882,-52.999998,"Guyane, France",French Guiana
kevin stacom,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
kevin thompson,35.6729639,-79.0392919,"North Carolina, United States of America",North Carolina
kevin williams,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
kevin willis,36.7014631,-118.7559974,"California, United States of America",California
kevinn pinkney,36.7014631,-118.7559974,"California, United States of America",California
kevon looney,44.4308975,-89.6884637,"Wisconsin, United States of America",Wisconsin
keyon dooling,27.7567667,-81.4639835,"Florida, United States of America",Florida
khalid el-amin,45.9896587,-94.6113288,"Minnesota, United States of America",Minnesota
khalid reeves,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
khem birch,61.0666922,-107.9917071,Canada,Canada
khris middleton,33.6874388,-80.4363743,"South Carolina, United States of America",South Carolina
kiki vandeweghe,51.0834196,10.4234469,"Deutschland, Europe",Germany
